Project,sha,class_,method
spring-boot,dba4ad0768c806e0e97293cf3658d29a36e56aee,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolutionWithExclusions
spring-boot,e02dbbc16dcc12a2c28ccdff54885b5bbc80e91f,org.springframework.boot.cli.SampleIntegrationTests,jmsSample
spring-boot,e02dbbc16dcc12a2c28ccdff54885b5bbc80e91f,org.springframework.boot.cli.SampleIntegrationTests,jobSample
spring-boot,e02dbbc16dcc12a2c28ccdff54885b5bbc80e91f,org.springframework.boot.cli.SampleIntegrationTests,templateSample
spring-boot,e1894c1c4ba5fed7c3b22916f05f50ce6235c4dc,org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaAutoConfigurationTests,testNamingStrategyThatWorkedInOneDotOhContinuesToWork
spring-boot,e76a571dd320cad51ba9c006e9d500613e6b00b4,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolution
spring-boot,e76a571dd320cad51ba9c006e9d500613e6b00b4,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolutionWithCustomClassLoader
spring-boot,e76a571dd320cad51ba9c006e9d500613e6b00b4,org.springframework.boot.cli.compiler.grape.AetherGrapeEngineTests,dependencyResolutionWithExclusions
spring-boot,e76a571dd320cad51ba9c006e9d500613e6b00b4,org.springframework.boot.cli.util.ResourceUtilsTests,directoryOfFilesWithPrefix
spring-boot,e76a571dd320cad51ba9c006e9d500613e6b00b4,org.springframework.boot.cli.util.ResourceUtilsTests,duplicateResource
spring-boot,e76a571dd320cad51ba9c006e9d500613e6b00b4,org.springframework.boot.cli.util.ResourceUtilsTests,explicitClasspathResourceWithSlash
spring-boot,e76a571dd320cad51ba9c006e9d500613e6b00b4,org.springframework.boot.cli.util.ResourceUtilsTests,recursiveFiles
spring-boot,e76a571dd320cad51ba9c006e9d500613e6b00b4,org.springframework.boot.cli.util.ResourceUtilsTests,recursiveFilesByPattern
